"id","DEF_DSRVW","Product_Descriptors","Product_Descriptor_Level3","Project.Name","State","VersionFixed","DEF_Changlist"
"","","","","","","",""
"GETS00106430","","MCA Platform SW","gets-diagnosticeventlogger","MCA Phase 2","Developer_Tested","","af7db78cc395c8c95d801913b4ca2929d4a6d5b1"
